Order_ID,Order_Date,Customer_ID,Customer_Name,Region,State,Product_Category,Sub_Category,Sales,Profit,Quantity
ORD11050,2022-03-01,CUST1167,Pankaj Sen,South,Karnataka,Electronics,Cameras,32661.7,-495.43,3
ORD12370,2022-03-01,CUST1168,Pranav Tiwari,West,Gujarat,Furniture,Chairs,6709.07,490.36,1
ORD12137,2022-03-02,CUST1146,Puja Naidu,East,Jharkhand,Electronics,Laptops,35444.17,3092.21,3
ORD10935,2022-03-03,CUST1109,Aditya Sethi,East,Bihar,Furniture,Chairs,18008.28,1891.46,4
ORD10479,2022-03-04,CUST1080,Ramesh Nair,East,West Bengal,Furniture,Bookcases,8649.73,775.74,2
ORD12209,2022-03-04,CUST1188,Nita Arora,West,Maharashtra,Electronics,Phones,39637.3,5223.57,2
ORD11623,2022-03-06,CUST1212,Aryan Tripathi,West,Gujarat,Furniture,Sofas,20239.09,2029.13,1
ORD11839,2022-03-06,CUST1078,Rahul Shukla,North,Himachal Pradesh,Furniture,Bookcases,10227.28,-2008.95,3
ORD10034,2022-03-08,CUST1161,Kiran Pillai,Central,Chhattisgarh,Office Supplies,Paper,1577.52,393.86,1
ORD11322,2022-03-08,CUST1180,Ayaan Agarwal,West,Maharashtra,Electronics,Phones,24003.51,2580.22,3
ORD10221,2022-03-09,CUST1115,Ashok Tripathi,South,Karnataka,Furniture,Bookcases,8443.33,320.59,4
ORD11986,2022-03-09,CUST1190,Vikram Desai,East,Jharkhand,Electronics,TVs,49102.87,5205.07,4
ORD11769,2022-03-10,CUST1053,Pankaj Kulkarni,South,Telangana,Electronics,Phones,16267.47,-2453.17,2
ORD11012,2022-03-11,CUST1135,Manoj George,West,Gujarat,Office Supplies,Art Supplies,2877.25,689.01,3
ORD11730,2022-03-11,CUST1159,Rekha Mane,West,Goa,Furniture,Storage,6583.15,480.89,2
ORD12101,2022-03-11,CUST1155,Aditya Banerjee,West,Gujarat,Furniture,Sofas,9869.28,363.62,6
ORD10865,2022-03-12,CUST1107,Nikhil Bansal,Central,Madhya Pradesh,Electronics,TVs,26572.48,2551.82,5
ORD10885,2022-03-12,CUST1146,Puja Naidu,East,Jharkhand,Furniture,Tables,17513.87,-2254.37,1
ORD11637,2022-03-12,CUST1108,Ananya Agarwal,West,Goa,Furniture,Chairs,20715.08,-2126.08,1
ORD11455,2022-03-14,CUST1040,Aditya Mishra,Central,Chhattisgarh,Electronics,Cameras,20566.18,2907.0,2
ORD11587,2022-03-14,CUST1001,Varun Iyer,East,Assam,Electronics,TVs,42717.0,2917.08,5
ORD12140,2022-03-14,CUST1145,Archana Reddy,South,Telangana,Furniture,Tables,6067.87,223.34,1
ORD10298,2022-03-15,CUST1052,Puja Pandey,West,Maharashtra,Electronics,TVs,26384.11,3370.41,4
ORD11649,2022-03-16,CUST1167,Pankaj Sen,South,Karnataka,Furniture,Tables,21661.68,1700.38,1
ORD11847,2022-03-16,CUST1103,Rahul Kapoor,West,Maharashtra,Electronics,Cameras,18235.67,1943.58,1
ORD11744,2022-03-17,CUST1078,Rahul Shukla,North,Himachal Pradesh,Office Supplies,Envelopes,672.47,131.61,7
ORD11752,2022-03-19,CUST1046,Vandana Singh,South,Andhra Pradesh,Electronics,TVs,19169.58,1493.08,2
ORD11830,2022-03-20,CUST1206,Lata Choudhary,Central,Jharkhand,Office Supplies,Paper,733.13,67.61,1
ORD11846,2022-03-20,CUST1203,Rahul Mukherjee,South,Karnataka,Office Supplies,Art Supplies,1136.84,-135.4,2
ORD10322,2022-03-22,CUST1077,Madhuri Shukla,South,Telangana,Furniture,Storage,3696.13,-756.93,2
ORD11496,2022-03-23,CUST1246,Shanti Abraham,Central,Jharkhand,Office Supplies,Fasteners,1040.18,201.06,1
ORD10201,2022-03-24,CUST1112,Vishal Agarwal,South,Kerala,Furniture,Sofas,17426.23,825.68,7
ORD10373,2022-03-24,CUST1224,Preeti More,West,Gujarat,Furniture,Bookcases,16528.72,-2685.43,2
ORD11204,2022-03-25,CUST1192,Madhuri Shah,South,Andhra Pradesh,Furniture,Tables,18291.42,611.57,2
ORD11563,2022-03-25,CUST1155,Aditya Banerjee,West,Gujarat,Furniture,Chairs,5805.59,298.69,1
ORD10193,2022-03-26,CUST1036,Meera Goel,East,Assam,Furniture,Storage,5195.04,422.68,1
ORD11976,2022-03-26,CUST1126,Kabir Mehta,West,Gujarat,Furniture,Storage,4390.65,324.8,3
ORD10996,2022-03-27,CUST1190,Vikram Desai,East,Jharkhand,Electronics,Phones,47806.06,6880.05,4
ORD11215,2022-03-27,CUST1228,Rahul Krishnan,South,Karnataka,Office Supplies,Labels,784.97,251.26,1
ORD11271,2022-03-28,CUST1158,Dev Philip,North,Delhi,Electronics,Tablets,20841.03,3060.22,4
ORD12044,2022-03-28,CUST1109,Aditya Sethi,East,Bihar,Office Supplies,Paper,2004.88,375.49,5
ORD12053,2022-03-28,CUST1107,Nikhil Bansal,Central,Madhya Pradesh,Furniture,Bookcases,13428.86,1460.64,1
ORD11304,2022-03-29,CUST1215,Lalita Sharma,South,Kerala,Electronics,Tablets,19182.91,1539.2,4
ORD11736,2022-03-29,CUST1124,Nikhil Yadav,Central,Madhya Pradesh,Office Supplies,Labels,919.03,185.6,1
ORD10463,2022-03-31,CUST1180,Ayaan Agarwal,West,Maharashtra,Office Supplies,Envelopes,773.56,216.89,3
ORD10853,2022-04-01,CUST1011,Lata Jadhav,East,Bihar,Electronics,Phones,20936.82,2201.32,3
ORD12153,2022-04-01,CUST1216,Vijay Dubey,South,Andhra Pradesh,Furniture,Sofas,16518.07,430.97,1
ORD12005,2022-04-02,CUST1083,Manoj Pillai,South,Andhra Pradesh,Office Supplies,Binders,1999.15,459.81,2
ORD10619,2022-04-03,CUST1171,Sunita Bansal,South,Telangana,Furniture,Bookcases,9014.78,436.82,3
ORD12323,2022-04-04,CUST1140,Krishna Das,West,Goa,Electronics,Phones,40343.51,-7219.55,1
ORD11579,2022-04-05,CUST1245,Sneha More,West,Gujarat,Electronics,Cameras,27491.55,-353.43,3
ORD11705,2022-04-05,CUST1231,Rahul Mathew,North,Delhi,Electronics,Phones,22998.72,2802.67,1
ORD10244,2022-04-06,CUST1019,Manish Shah,South,Andhra Pradesh,Electronics,Phones,12889.02,1925.87,1
ORD10540,2022-04-06,CUST1190,Vikram Desai,East,Jharkhand,Electronics,Cameras,36751.78,3168.07,2
ORD11722,2022-04-06,CUST1104,Anil Desai,North,Delhi,Office Supplies,Labels,545.04,66.12,1
ORD11655,2022-04-07,CUST1064,Shruti Sharma,North,Uttar Pradesh,Electronics,TVs,20348.3,1286.69,1
ORD11742,2022-04-07,CUST1086,Shiv George,East,West Bengal,Electronics,TVs,33520.67,4298.8,4
ORD10301,2022-04-08,CUST1241,Kamla Mane,East,Jharkhand,Furniture,Tables,13453.16,617.45,2
ORD11663,2022-04-08,CUST1107,Nikhil Bansal,Central,Madhya Pradesh,Furniture,Storage,10530.59,709.65,1
ORD10271,2022-04-09,CUST1226,Rohit Sharma,West,Maharashtra,Office Supplies,Pens & Pencils,1290.57,287.19,2
ORD11503,2022-04-09,CUST1047,Vikram Shinde,West,Goa,Electronics,Tablets,16545.84,2494.88,4
ORD10544,2022-04-10,CUST1031,Reyansh Dey,Central,Chhattisgarh,Electronics,TVs,17125.47,1478.6,2
ORD11372,2022-04-10,CUST1039,Seema Mittal,West,Goa,Office Supplies,Pens & Pencils,1067.64,410.14,2
ORD10757,2022-04-11,CUST1106,Gopal Reddy,West,Gujarat,Electronics,Phones,20424.25,2584.4,8
ORD11388,2022-04-11,CUST1245,Sneha More,West,Gujarat,Office Supplies,Fasteners,1031.28,257.18,1
ORD12415,2022-04-11,CUST1012,Rakesh Bansal,South,Kerala,Office Supplies,Fasteners,608.04,99.44,1
ORD10828,2022-04-12,CUST1107,Nikhil Bansal,Central,Madhya Pradesh,Electronics,TVs,47511.72,4730.88,1
ORD11985,2022-04-12,CUST1115,Ashok Tripathi,South,Karnataka,Office Supplies,Pens & Pencils,1148.14,262.47,1
ORD11188,2022-04-14,CUST1132,Rohit Yadav,Central,Madhya Pradesh,Electronics,Cameras,29485.49,-4002.4,2
ORD10022,2022-04-15,CUST1200,Ramesh Dey,East,Assam,Office Supplies,Envelopes,1173.64,154.48,6
ORD10071,2022-04-15,CUST1074,Shanti Patil,South,Tamil Nadu,Electronics,TVs,21785.26,1748.12,3
ORD11892,2022-04-15,CUST1028,Rohan Srivastava,East,Odisha,Electronics,TVs,30237.75,1710.17,1
ORD12421,2022-04-16,CUST1161,Kiran Pillai,Central,Chhattisgarh,Furniture,Tables,21371.86,512.09,2
ORD11237,2022-04-17,CUST1082,Tanvi Bhatia,Central,Madhya Pradesh,Electronics,Tablets,21262.52,2476.33,4
ORD12447,2022-04-17,CUST1040,Aditya Mishra,Central,Chhattisgarh,Electronics,Laptops,31432.28,3364.62,1
ORD11143,2022-04-19,CUST1005,Ayaan Das,South,Tamil Nadu,Electronics,TVs,35752.99,2983.98,5
ORD11299,2022-04-20,CUST1135,Manoj George,West,Gujarat,Electronics,Laptops,32043.74,3369.83,4
ORD10224,2022-04-21,CUST1024,Yash Reddy,North,Haryana,Electronics,Phones,38062.87,5093.49,1
ORD11343,2022-04-21,CUST1180,Ayaan Agarwal,West,Maharashtra,Electronics,Cameras,22875.31,3398.3,7
ORD11760,2022-04-21,CUST1186,Kavya Sharma,South,Andhra Pradesh,Office Supplies,Art Supplies,2984.01,590.9,4
ORD11873,2022-04-21,CUST1012,Rakesh Bansal,South,Kerala,Furniture,Storage,6951.67,257.4,10
ORD11832,2022-04-22,CUST1224,Preeti More,West,Gujarat,Electronics,Accessories,3672.19,711.63,2
ORD12553,2022-04-22,CUST1044,Anil Shukla,Central,Madhya Pradesh,Electronics,Accessories,1697.81,-53.26,1
ORD10097,2022-04-23,CUST1041,Harsh Singh,Central,Chhattisgarh,Electronics,TVs,14270.66,1367.37,3
ORD10699,2022-04-23,CUST1031,Reyansh Dey,Central,Chhattisgarh,Furniture,Chairs,3989.05,82.29,1
ORD10823,2022-04-24,CUST1219,Mohan Srivastava,Central,Chhattisgarh,Office Supplies,Pens & Pencils,1778.2,636.93,6
ORD11170,2022-04-25,CUST1158,Dev Philip,North,Delhi,Electronics,Tablets,19925.18,1918.42,2
ORD11430,2022-04-25,CUST1107,Nikhil Bansal,Central,Madhya Pradesh,Electronics,Phones,33637.2,5340.06,2
ORD11606,2022-04-25,CUST1158,Dev Philip,North,Delhi,Furniture,Bookcases,11173.92,1047.45,2
ORD12583,2022-04-25,CUST1115,Ashok Tripathi,South,Karnataka,Electronics,Laptops,37750.81,4839.58,2
ORD10222,2022-04-27,CUST1246,Shanti Abraham,Central,Jharkhand,Electronics,Tablets,30670.36,2910.52,2
ORD11997,2022-04-28,CUST1036,Meera Goel,East,Assam,Furniture,Chairs,7807.68,1331.92,1
ORD10837,2022-04-29,CUST1029,Sarla Simon,East,Assam,Furniture,Storage,4967.21,672.98,2
ORD10882,2022-05-01,CUST1161,Kiran Pillai,Central,Chhattisgarh,Furniture,Storage,8610.33,281.62,4
ORD10307,2022-05-02,CUST1140,Krishna Das,West,Goa,Furniture,Storage,11576.69,412.07,1
ORD10791,2022-05-03,CUST1135,Manoj George,West,Gujarat,Furniture,Chairs,14412.8,650.61,1
ORD11263,2022-05-04,CUST1060,Kiran Desai,East,Assam,Furniture,Bookcases,4757.67,-147.8,5
ORD11768,2022-05-06,CUST1231,Rahul Mathew,North,Delhi,Furniture,Chairs,7372.81,501.87,1
ORD11639,2022-05-07,CUST1213,Parvati Tripathi,South,Karnataka,Electronics,Cameras,25199.35,-3634.25,1
ORD12082,2022-05-07,CUST1003,Krishna Choudhary,South,Kerala,Electronics,Accessories,1952.97,535.42,7
ORD12122,2022-05-07,CUST1180,Ayaan Agarwal,West,Maharashtra,Electronics,Cameras,18037.62,1962.02,2
ORD10633,2022-05-08,CUST1158,Dev Philip,North,Delhi,Office Supplies,Labels,812.91,170.21,1
ORD10986,2022-05-08,CUST1155,Aditya Banerjee,West,Gujarat,Furniture,Chairs,8763.13,669.8,3
ORD11031,2022-05-08,CUST1203,Rahul Mukherjee,South,Karnataka,Electronics,Accessories,970.14,204.72,2
ORD11679,2022-05-09,CUST1245,Sneha More,West,Gujarat,Office Supplies,Fasteners,874.3,136.44,1
ORD12295,2022-05-09,CUST1231,Rahul Mathew,North,Delhi,Electronics,Laptops,29296.3,3320.56,3
ORD11089,2022-05-10,CUST1011,Lata Jadhav,East,Bihar,Office Supplies,Binders,1186.31,-37.82,1
ORD11779,2022-05-11,CUST1246,Shanti Abraham,Central,Jharkhand,Furniture,Storage,10774.15,1052.34,1
ORD11052,2022-05-12,CUST1203,Rahul Mukherjee,South,Karnataka,Furniture,Tables,8310.24,412.26,6
ORD12177,2022-05-12,CUST1181,Divya Agarwal,West,Maharashtra,Furniture,Bookcases,7068.48,886.43,1
ORD12527,2022-05-12,CUST1039,Seema Mittal,West,Goa,Office Supplies,Binders,781.87,-49.48,5
ORD10233,2022-05-13,CUST1124,Nikhil Yadav,Central,Madhya Pradesh,Electronics,Phones,16056.0,2432.77,1
ORD11424,2022-05-14,CUST1131,Savita Kapoor,West,Maharashtra,Electronics,Phones,17541.07,1989.52,4
ORD12296,2022-05-14,CUST1096,Rekha Roy,South,Telangana,Office Supplies,Binders,885.26,253.12,3
ORD12368,2022-05-15,CUST1169,Divya Sharma,South,Kerala,Office Supplies,Envelopes,735.78,171.32,1
ORD12419,2022-05-15,CUST1245,Sneha More,West,Gujarat,Furniture,Bookcases,15882.88,2365.74,2
ORD11091,2022-05-16,CUST1222,Ananya Chauhan,West,Goa,Electronics,Laptops,28677.06,3062.93,3
ORD11907,2022-05-16,CUST1163,Kavya Shukla,North,Uttar Pradesh,Office Supplies,Paper,542.99,115.92,5
ORD12252,2022-05-16,CUST1218,Gaurav Mishra,South,Andhra Pradesh,Office Supplies,Binders,1784.81,463.58,1
ORD12564,2022-05-16,CUST1156,Rohit Jagtap,East,Odisha,Office Supplies,Fasteners,500,43.19,1
ORD11979,2022-05-20,CUST1212,Aryan Tripathi,West,Gujarat,Electronics,Phones,41754.68,4591.26,1
ORD10618,2022-05-21,CUST1245,Sneha More,West,Gujarat,Electronics,Laptops,30500.17,1965.1,3
ORD10523,2022-05-22,CUST1094,Usha Shinde,South,Andhra Pradesh,Electronics,Laptops,27164.52,2641.32,2
ORD11442,2022-05-22,CUST1201,Nikhil Das,North,Uttar Pradesh,Electronics,Accessories,2763.36,745.6,1
ORD10347,2022-05-25,CUST1032,Nisha Pillai,West,Goa,Office Supplies,Fasteners,647.23,164.35,3
ORD11034,2022-05-25,CUST1111,Archana George,North,Punjab,Furniture,Tables,8429.38,450.57,1
ORD12317,2022-05-25,CUST1150,Pooja Jain,North,Delhi,Furniture,Tables,20624.81,849.13,2
ORD12406,2022-05-26,CUST1007,Swati Arora,Central,Jharkhand,Office Supplies,Pens & Pencils,1034.82,267.91,2
ORD10015,2022-05-27,CUST1052,Puja Pandey,West,Maharashtra,Electronics,Tablets,21413.39,1600.14,1
ORD10876,2022-05-27,CUST1115,Ashok Tripathi,South,Karnataka,Furniture,Tables,20471.77,947.42,1
ORD11232,2022-05-27,CUST1185,Archana Jagtap,East,Odisha,Electronics,Cameras,27071.06,2229.4,2
ORD10902,2022-05-28,CUST1017,Ramesh Pawar,East,Assam,Electronics,Laptops,27932.08,2262.15,1
ORD11140,2022-05-29,CUST1186,Kavya Sharma,South,Andhra Pradesh,Furniture,Storage,6980.29,-847.96,2
ORD11386,2022-05-29,CUST1064,Shruti Sharma,North,Uttar Pradesh,Office Supplies,Fasteners,628.87,107.86,8
ORD10993,2022-05-31,CUST1067,Kavya Mehta,North,Uttar Pradesh,Electronics,TVs,27605.78,2556.03,2
ORD10746,2022-06-01,CUST1083,Manoj Pillai,South,Andhra Pradesh,Office Supplies,Labels,905.72,185.72,1
ORD12561,2022-06-02,CUST1147,Neha Krishnan,North,Haryana,Furniture,Chairs,6065.65,346.94,6
ORD11305,2022-06-03,CUST1151,Yash Shukla,West,Gujarat,Office Supplies,Binders,1166.81,388.62,1
ORD11908,2022-06-03,CUST1045,Manju Tripathi,North,Rajasthan,Furniture,Tables,14927.54,349.07,1
ORD12088,2022-06-03,CUST1095,Aditya Abraham,Central,Madhya Pradesh,Electronics,Tablets,16571.43,1406.09,10
ORD12552,2022-06-03,CUST1182,Rajesh Das,West,Goa,Electronics,Phones,14799.33,1919.74,1
ORD10555,2022-06-04,CUST1060,Kiran Desai,East,Assam,Electronics,Phones,16811.04,2424.68,1
ORD10936,2022-06-04,CUST1245,Sneha More,West,Gujarat,Electronics,Laptops,44374.88,-6040.63,1
ORD11507,2022-06-05,CUST1148,Sita Sethi,East,Odisha,Office Supplies,Fasteners,617.26,136.89,2
ORD11973,2022-06-05,CUST1090,Sanjay Chatterjee,East,Assam,Electronics,Phones,18445.73,2066.22,2
ORD10280,2022-06-06,CUST1239,Tarun Kumar,East,West Bengal,Electronics,TVs,25497.62,2219.89,1
ORD10461,2022-06-06,CUST1064,Shruti Sharma,North,Uttar Pradesh,Office Supplies,Envelopes,747.96,173.38,4
ORD10832,2022-06-06,CUST1015,Sanjay Malhotra,West,Gujarat,Office Supplies,Envelopes,1068.0,-65.12,2
ORD10702,2022-06-09,CUST1156,Rohit Jagtap,East,Odisha,Office Supplies,Fasteners,500,129.87,2
ORD12029,2022-06-09,CUST1147,Neha Krishnan,North,Haryana,Furniture,Sofas,15901.54,1535.03,1
ORD10388,2022-06-10,CUST1226,Rohit Sharma,West,Maharashtra,Office Supplies,Envelopes,598.05,106.59,9
